id,tapahtumaAika,vuosi,kuukausi,x,y,kunta,kuntaNimi,maakunta,maakuntaNimi,tielaji,tielajis,tieNumero,tieYllapito,tieYllapitoNimi,riistalaji,riistalajiNimi
38809,2020-04-19T15:50:22.450+03:00,2020,04,360233.1482,6665599.4544,257,Kirkkonummi,01,Uusimaa,6,Muu maantie,11247,1,Valtio,47629,Valkohäntäpeura
38810,2020-05-24T03:12:00.000+03:00,2020,05,432973.23181,6899459.0528,179,Jyväskylä,13,Keski-Suomi,3,Valtatie,18,1,Valtio,47507,Metsäkauris
38811,2020-04-17T21:50:00.000+03:00,2020,04,259708.10227,6709722.8935,577,Paimio,02,Varsinais-Suomi,6,Muu maantie,2340,1,Valtio,47507,Metsäkauris
38812,2020-04-18T23:30:00.000+03:00,2020,04,282644.00628,6927547.9995,301,Kurikka,14,Etelä-Pohjanmaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38813,2020-04-19T16:00:00.000+03:00,2020,04,360957.84226,7041129.9377,074,Halsua,16,Keski-Pohjanmaa,5,Seututie,751,1,Valtio,47503,Hirvi
38814,2020-04-16T22:18:00.000+03:00,2020,04,212558.16307,6794186.0555,051,Eurajoki,04,Satakunta,3,Valtatie,8,1,Valtio,47507,Metsäkauris
38815,2020-04-19T11:27:00.000+03:00,2020,04,207541.72579,6791440.8492,684,Rauma,04,Satakunta,6,Muu maantie,70008,1,Valtio,47507,Metsäkauris
38816,2020-04-19T21:45:00.000+03:00,2020,04,299682.24887,6965796.2891,743,Seinäjoki,14,Etelä-Pohjanmaa,5,Seututie,697,1,Valtio,47507,Metsäkauris
38817,2020-04-19T21:41:16.646+03:00,2020,04,231224.39479,6828964.4137,886,Ulvila,04,Satakunta,6,Muu maantie,2550,1,Valtio,47629,Valkohäntäpeura
38818,2020-04-18T19:55:00.000+03:00,2020,04,381751.11477,6707182.3975,543,Nurmijärvi,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38819,2020-04-17T12:30:00.000+03:00,2020,04,296758.82126,6712912.0169,734,Salo,02,Varsinais-Suomi,9,Yksityinen tie,,99,Ei tietoa,47629,Valkohäntäpeura
38820,2020-04-18T23:00:00.000+03:00,2020,04,427780.33724,6878144.7304,179,Jyväskylä,13,Keski-Suomi,5,Seututie,610,1,Valtio,47507,Metsäkauris
38821,2020-04-20T06:27:51.727+03:00,2020,04,256990.41388,6707985.3595,202,Kaarina,02,Varsinais-Suomi,5,Seututie,110,1,Valtio,47507,Metsäkauris
38822,2020-04-20T06:42:06.302+03:00,2020,04,315794.01155,6753471.9507,061,Forssa,05,Kanta-Häme,5,Seututie,284,1,Valtio,47629,Valkohäntäpeura
38823,2020-04-18T23:30:00.000+03:00,2020,04,282661.45362,6927563.8761,301,Kurikka,14,Etelä-Pohjanmaa,3,Valtatie,3,1,Valtio,47507,Metsäkauris
38824,2020-04-20T06:45:00.000+03:00,2020,04,219147.5162,6766615.3482,400,Laitila,02,Varsinais-Suomi,4,Kantatie,43,1,Valtio,47629,Valkohäntäpeura
38825,2020-04-19T22:24:00.000+03:00,2020,04,244473.85562,6757312.7462,636,Pöytyä,02,Varsinais-Suomi,6,Muu maantie,12542,1,Valtio,47629,Valkohäntäpeura
38826,2020-04-19T06:50:00.000+03:00,2020,04,234511.07312,6688321.7657,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,70180,1,Valtio,47629,Valkohäntäpeura
38827,2020-04-05T15:02:00.000+03:00,2020,04,237965.66691,6837296.1729,609,Pori,04,Satakunta,6,Muu maantie,2560,1,Valtio,47629,Valkohäntäpeura
38828,2020-04-07T15:05:00.000+03:00,2020,04,242079.17577,6838847.8385,609,Pori,04,Satakunta,6,Muu maantie,2560,1,Valtio,47629,Valkohäntäpeura
38829,2020-04-19T21:46:40.785+03:00,2020,04,349328.26379,6775479.2155,109,Hämeenlinna,05,Kanta-Häme,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38830,2020-04-20T17:08:24.807+03:00,2020,04,409086.28071,6726649.2966,505,Mäntsälä,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38831,2020-04-17T17:20:00.000+03:00,2020,04,233707.14552,6709039.5625,853,Turku,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38832,2020-04-19T22:00:00.000+03:00,2020,04,385998.75047,6740595.5969,086,Hausjärvi,05,Kanta-Häme,4,Kantatie,54,1,Valtio,47629,Valkohäntäpeura
38833,2020-04-18T09:30:00.000+03:00,2020,04,386631.09598,6740621.9894,086,Hausjärvi,05,Kanta-Häme,4,Kantatie,54,1,Valtio,47629,Valkohäntäpeura
38834,2020-04-18T19:00:00.000+03:00,2020,04,335860.57884,6785103.6892,908,Valkeakoski,06,Pirkanmaa,1,Moottoritie,3,1,Valtio,47629,Valkohäntäpeura
38835,2020-04-20T06:30:00.000+03:00,2020,04,220380.2792,6729042.1669,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,1930,1,Valtio,47629,Valkohäntäpeura
38836,2020-04-20T13:33:58.233+03:00,2020,04,254124.73015,6707098.9975,202,Kaarina,02,Varsinais-Suomi,5,Seututie,110,1,Valtio,47507,Metsäkauris
38837,2020-04-19T21:00:00.000+03:00,2020,04,327864.6385,6661777.3248,149,Inkoo,01,Uusimaa,4,Kantatie,51,1,Valtio,47629,Valkohäntäpeura
38838,2020-04-20T04:50:00.000+03:00,2020,04,364654.28769,6764537.1976,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47507,Metsäkauris
38839,2020-04-20T15:26:47.709+03:00,2020,04,296469.2923,6712753.4425,734,Salo,02,Varsinais-Suomi,4,Kantatie,52,1,Valtio,47629,Valkohäntäpeura
38840,2020-04-20T09:00:00.000+03:00,2020,04,284326.79266,6697551.6094,734,Salo,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38841,2020-04-20T06:40:00.000+03:00,2020,04,368700.63387,6750484.1002,165,Janakkala,05,Kanta-Häme,5,Seututie,130,1,Valtio,47629,Valkohäntäpeura
38842,2020-04-20T20:00:00.000+03:00,2020,04,285266.56512,6813771.1113,790,Sastamala,06,Pirkanmaa,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
38843,2020-04-20T06:30:00.000+03:00,2020,04,239847.39179,6690690.5505,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,12029,1,Valtio,47629,Valkohäntäpeura
38844,2020-04-15T10:40:00.000+03:00,2020,04,553421.40038,6911883.6288,420,Leppävirta,11,Pohjois-Savo,6,Muu maantie,25539,1,Valtio,47503,Hirvi
38845,2020-03-29T19:00:00.000+03:00,2020,03,255045.47264,7017597.039,946,Vöyri,15,Pohjanmaa,3,Valtatie,8,1,Valtio,47503,Hirvi
38846,2020-04-14T12:15:00.000+03:00,2020,04,390815.28251,6712467.4896,858,Tuusula,01,Uusimaa,6,Muu maantie,1421,1,Valtio,47507,Metsäkauris
38847,2020-04-20T22:16:00.000+03:00,2020,04,287128.68427,6755771.1233,430,Loimaa,02,Varsinais-Suomi,3,Valtatie,9,1,Valtio,47629,Valkohäntäpeura
38848,2020-04-19T23:45:00.000+03:00,2020,04,361275.88481,6762247.8488,109,Hämeenlinna,05,Kanta-Häme,8,Kunnan tie,43601,2,Kunta,47507,Metsäkauris
38849,2020-04-21T06:30:00.000+03:00,2020,04,466763.90098,6731892.7218,286,Kouvola,08,Kymenlaakso,3,Valtatie,6,1,Valtio,47503,Hirvi
38850,2020-04-20T07:00:00.000+03:00,2020,04,301162.99813,6717917.8993,734,Salo,02,Varsinais-Suomi,4,Kantatie,52,1,Valtio,47629,Valkohäntäpeura
38851,2020-04-19T23:00:00.000+03:00,2020,04,388029.7506,6774035.4231,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,12,1,Valtio,47507,Metsäkauris
38852,2020-11-26T18:16:46.868+02:00,2020,11,368174.93861,6678464.4505,049,Espoo,01,Uusimaa,6,Muu maantie,11357,1,Valtio,47507,Metsäkauris
38853,2020-04-21T07:59:29.733+03:00,2020,04,279418.93546,6713039.3623,734,Salo,02,Varsinais-Suomi,5,Seututie,224,1,Valtio,47629,Valkohäntäpeura
38854,2020-04-21T06:00:00.000+03:00,2020,04,301206.09733,6717960.8607,734,Salo,02,Varsinais-Suomi,4,Kantatie,52,1,Valtio,47629,Valkohäntäpeura
38855,2020-04-21T06:45:00.000+03:00,2020,04,327551.54012,6789551.1901,020,Akaa,06,Pirkanmaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38856,2020-04-21T06:30:00.000+03:00,2020,04,307641.35394,6708082.6109,734,Salo,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38857,2020-04-21T10:45:00.000+03:00,2020,04,429548.76847,7207392.5879,564,Oulu,17,Pohjois-Pohjanmaa,1,Moottoritie,4,1,Valtio,47507,Metsäkauris
38858,2020-04-15T22:20:00.000+03:00,2020,04,213748.08078,6787057.1233,684,Rauma,04,Satakunta,3,Valtatie,12,1,Valtio,47629,Valkohäntäpeura
38859,2020-04-22T06:00:00.000+03:00,2020,04,218602.25664,6785576.8133,684,Rauma,04,Satakunta,3,Valtatie,12,1,Valtio,47507,Metsäkauris
38860,2020-04-21T18:56:33.424+03:00,2020,04,370324.48167,7115627.4402,009,Alavieska,17,Pohjois-Pohjanmaa,6,Muu maantie,18167,1,Valtio,47507,Metsäkauris
38861,2020-04-20T22:30:00.000+03:00,2020,04,266788.83529,6787478.6303,102,Huittinen,04,Satakunta,4,Kantatie,41,1,Valtio,47926,Villisika
38862,2020-04-21T18:00:00.000+03:00,2020,04,261816.63637,6720024.4828,423,Lieto,02,Varsinais-Suomi,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
38863,2020-04-21T21:07:50.463+03:00,2020,04,215736.72929,6718704.3062,529,Naantali,02,Varsinais-Suomi,6,Muu maantie,1930,1,Valtio,47629,Valkohäntäpeura
38864,2020-04-21T17:30:00.000+03:00,2020,04,287772.76082,6656463.7679,710,Raasepori,01,Uusimaa,6,Muu maantie,11023,1,Valtio,47507,Metsäkauris
38865,2020-04-20T23:40:00.000+03:00,2020,04,241386.47438,6694214.6989,445,Parainen,02,Varsinais-Suomi,8,Kunnan tie,42652,2,Kunta,47507,Metsäkauris
38866,2020-04-21T06:00:00.000+03:00,2020,04,415244.6546,6761916.079,098,Hollola,07,Päijät-Häme,2,Moottoriliikennetie,12,1,Valtio,47507,Metsäkauris
38867,2020-04-20T23:30:00.000+03:00,2020,04,234900.52142,6792410.3213,050,Eura,04,Satakunta,4,Kantatie,43,1,Valtio,47507,Metsäkauris
38868,2020-04-20T20:30:00.000+03:00,2020,04,487443.93441,6743503.6493,286,Kouvola,08,Kymenlaakso,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
38869,2020-04-21T00:00:00.000+03:00,2020,04,391708.60375,6694693.623,858,Tuusula,01,Uusimaa,8,Kunnan tie,,2,Kunta,47507,Metsäkauris
38870,2020-04-22T05:25:00.000+03:00,2020,04,288199.8601,6770411.4396,430,Loimaa,02,Varsinais-Suomi,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38871,2020-05-22T00:42:35.605+03:00,2020,05,229401.85136,6720940.6864,481,Masku,02,Varsinais-Suomi,5,Seututie,192,1,Valtio,47507,Metsäkauris
38872,2020-04-21T19:45:00.000+03:00,2020,04,285154.87586,6805531.3368,790,Sastamala,06,Pirkanmaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38873,2020-04-22T04:45:00.000+03:00,2020,04,446029.63898,7136367.6143,791,Siikalatva,17,Pohjois-Pohjanmaa,3,Valtatie,4,1,Valtio,47503,Hirvi
38874,2020-04-22T19:10:00.000+03:00,2020,04,233938.44862,6701288.5711,853,Turku,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38875,2020-04-20T22:00:00.000+03:00,2020,04,432694.42046,6906428.4417,179,Jyväskylä,13,Keski-Suomi,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
38876,2020-04-22T20:30:00.000+03:00,2020,04,290714.68319,6695948.5749,734,Salo,02,Varsinais-Suomi,5,Seututie,186,1,Valtio,47629,Valkohäntäpeura
38877,2020-04-21T23:10:00.000+03:00,2020,04,271318.97406,6786372.0177,102,Huittinen,04,Satakunta,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38878,2020-04-21T23:00:00.000+03:00,2020,04,284768.52129,6795929.4958,790,Sastamala,06,Pirkanmaa,5,Seututie,252,1,Valtio,47629,Valkohäntäpeura
38879,2020-04-20T22:05:00.000+03:00,2020,04,221319.80665,6682082.9624,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,12023,1,Valtio,47507,Metsäkauris
38880,2020-04-22T07:00:00.000+03:00,2020,04,226513.17412,6684836.8143,445,Parainen,02,Varsinais-Suomi,5,Seututie,180,1,Valtio,47507,Metsäkauris
38881,2020-04-20T23:15:00.000+03:00,2020,04,242489.0458,6719125.9789,853,Turku,02,Varsinais-Suomi,1,Moottoritie,9,1,Valtio,47507,Metsäkauris
38882,2020-04-22T08:50:00.000+03:00,2020,04,252488.28796,6704436.8796,202,Kaarina,02,Varsinais-Suomi,6,Muu maantie,12195,1,Valtio,47507,Metsäkauris
38883,2020-04-22T22:08:42.702+03:00,2020,04,379236.28922,6691963.5375,092,Vantaa,01,Uusimaa,1,Moottoritie,3,1,Valtio,47507,Metsäkauris
38884,2020-04-21T18:20:00.000+03:00,2020,04,395650.49434,6682321.54,092,Vantaa,01,Uusimaa,4,Kantatie,50,1,Valtio,47507,Metsäkauris
38885,2020-04-21T03:00:00.000+03:00,2020,04,608453.28691,6797587.5086,700,Ruokolahti,09,Etelä-Karjala,3,Valtatie,6,1,Valtio,47926,Villisika
38886,2020-04-20T21:45:00.000+03:00,2020,04,284622.84608,6678584.0246,734,Salo,02,Varsinais-Suomi,6,Muu maantie,11029,1,Valtio,47507,Metsäkauris
38887,2020-04-22T11:43:00.000+03:00,2020,04,203022.23363,6730212.6718,833,Taivassalo,02,Varsinais-Suomi,5,Seututie,196,1,Valtio,47629,Valkohäntäpeura
38888,2020-04-22T22:20:00.000+03:00,2020,04,422562.96645,6765448.1385,098,Hollola,07,Päijät-Häme,6,Muu maantie,2956,1,Valtio,47507,Metsäkauris
38889,2020-04-22T16:10:52.181+03:00,2020,04,361061.2494,6677069.0189,257,Kirkkonummi,01,Uusimaa,6,Muu maantie,1130,1,Valtio,47629,Valkohäntäpeura
38890,2020-04-22T08:16:58.293+03:00,2020,04,406337.29945,6722566.4049,505,Mäntsälä,01,Uusimaa,1,Moottoritie,4,1,Valtio,47507,Metsäkauris
38891,2020-05-22T05:04:00.000+03:00,2020,05,231510.98808,6725306.6804,481,Masku,02,Varsinais-Suomi,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
38892,2020-04-23T03:27:00.000+03:00,2020,04,282346.8936,6774959.1317,619,Punkalaidun,06,Pirkanmaa,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38893,2020-04-22T23:40:00.000+03:00,2020,04,383606.25804,6737759.7971,086,Hausjärvi,05,Kanta-Häme,6,Muu maantie,2879,1,Valtio,47629,Valkohäntäpeura
38894,2020-04-23T00:05:00.000+03:00,2020,04,340181.15912,6696870.8241,444,Lohja,01,Uusimaa,5,Seututie,110,1,Valtio,47629,Valkohäntäpeura
38895,2020-04-23T06:52:14.091+03:00,2020,04,236245.47339,6809331.2664,531,Nakkila,04,Satakunta,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38896,2020-04-23T05:05:00.000+03:00,2020,04,431450.59527,6926458.0973,410,Laukaa,13,Keski-Suomi,3,Valtatie,4,1,Valtio,47503,Hirvi
38897,2020-04-23T09:30:00.000+03:00,2020,04,331828.17532,6837940.5468,837,Tampere,06,Pirkanmaa,5,Seututie,338,1,Valtio,47507,Metsäkauris
38898,2020-04-22T10:00:00.000+03:00,2020,04,310334.42809,7069412.3417,288,Kruunupyy,15,Pohjanmaa,5,Seututie,748,1,Valtio,47507,Metsäkauris
38899,2020-04-22T22:10:00.000+03:00,2020,04,350406.1732,6714539.2645,224,Karkkila,01,Uusimaa,5,Seututie,134,1,Valtio,47629,Valkohäntäpeura
38900,2020-04-22T09:00:00.000+03:00,2020,04,432814.83852,6785624.0191,016,Asikkala,07,Päijät-Häme,6,Muu maantie,3132,1,Valtio,47629,Valkohäntäpeura
38901,2020-04-23T06:30:00.000+03:00,2020,04,203241.16462,6748502.5158,895,Uusikaupunki,02,Varsinais-Suomi,6,Muu maantie,12363,1,Valtio,47507,Metsäkauris
38902,2020-04-23T18:05:00.000+03:00,2020,04,379056.85088,6684255.6742,092,Vantaa,01,Uusimaa,4,Kantatie,50,1,Valtio,47507,Metsäkauris
38903,2020-04-22T09:30:00.000+03:00,2020,04,329986.18287,6660675.1846,149,Inkoo,01,Uusimaa,5,Seututie,186,1,Valtio,47507,Metsäkauris
38904,2020-04-23T13:00:00.000+03:00,2020,04,324678.03926,6658644.9633,149,Inkoo,01,Uusimaa,6,Muu maantie,1050,1,Valtio,47629,Valkohäntäpeura
38905,2020-04-22T17:00:00.000+03:00,2020,04,378621.77514,6672334.4532,049,Espoo,01,Uusimaa,1,Moottoritie,51,1,Valtio,47507,Metsäkauris
38906,2020-04-23T19:56:00.000+03:00,2020,04,286055.2646,6659399.9444,710,Raasepori,01,Uusimaa,6,Muu maantie,1081,1,Valtio,47629,Valkohäntäpeura
38907,2020-04-21T22:00:00.000+03:00,2020,04,369074.99895,6709526.8244,543,Nurmijärvi,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
38908,2020-04-23T09:38:12.718+03:00,2020,04,359037.95039,7115972.6555,208,Kalajoki,17,Pohjois-Pohjanmaa,5,Seututie,774,1,Valtio,47507,Metsäkauris
38909,2020-04-21T22:14:00.000+03:00,2020,04,250241.53493,6757475.3434,636,Pöytyä,02,Varsinais-Suomi,5,Seututie,204,1,Valtio,47507,Metsäkauris
38910,2020-04-23T08:37:00.000+03:00,2020,04,396899.93995,6702318.9951,858,Tuusula,01,Uusimaa,1,Moottoritie,4,1,Valtio,47507,Metsäkauris
38911,2020-04-23T05:14:00.000+03:00,2020,04,410972.1899,6981015.9105,216,Kannonkoski,13,Keski-Suomi,5,Seututie,648,1,Valtio,47507,Metsäkauris
38912,2020-04-18T15:55:00.000+03:00,2020,04,226997.64705,6713474.6922,529,Naantali,02,Varsinais-Suomi,6,Muu maantie,70040,1,Valtio,47507,Metsäkauris
38913,2020-05-22T04:56:00.000+03:00,2020,05,233969.6883,6718065.2892,680,Raisio,02,Varsinais-Suomi,6,Muu maantie,22031,1,Valtio,47507,Metsäkauris
38914,2020-05-22T05:00:00.000+03:00,2020,05,225535.44688,6712953.9162,529,Naantali,02,Varsinais-Suomi,5,Seututie,189,1,Valtio,47629,Valkohäntäpeura
38915,2020-11-21T09:40:00.000+02:00,2020,11,276309.50804,6938802.1057,301,Kurikka,14,Etelä-Pohjanmaa,5,Seututie,672,1,Valtio,47507,Metsäkauris
38916,2020-04-23T14:20:00.000+03:00,2020,04,276632.13971,6939229.1382,301,Kurikka,14,Etelä-Pohjanmaa,5,Seututie,672,1,Valtio,47507,Metsäkauris
38917,2020-05-27T07:00:00.000+03:00,2020,05,294533.11725,6718185.7656,734,Salo,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38918,2020-04-23T06:30:00.000+03:00,2020,04,392269.32725,6917034.7539,495,Multia,13,Keski-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38919,2020-04-24T02:00:00.000+03:00,2020,04,259661.31074,6970334.0897,145,Ilmajoki,14,Etelä-Pohjanmaa,3,Valtatie,3,1,Valtio,47503,Hirvi
38920,2020-04-20T13:30:00.000+03:00,2020,04,254103.42894,6707090.2884,202,Kaarina,02,Varsinais-Suomi,5,Seututie,110,1,Valtio,47507,Metsäkauris
38921,2020-04-22T22:00:00.000+03:00,2020,04,224616.7747,6995005.6328,475,Maalahti,15,Pohjanmaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38922,2020-04-23T06:40:00.000+03:00,2020,04,207665.32679,6816356.7487,051,Eurajoki,04,Satakunta,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38923,2020-04-24T06:40:00.000+03:00,2020,04,345800.43978,6847382.5638,837,Tampere,06,Pirkanmaa,6,Muu maantie,3381,1,Valtio,47503,Hirvi
38924,2020-04-24T08:43:33.166+03:00,2020,04,218258.64298,6717541.9588,529,Naantali,02,Varsinais-Suomi,6,Muu maantie,1930,1,Valtio,47629,Valkohäntäpeura
38925,2020-04-24T12:35:00.000+03:00,2020,04,424838.57108,7227323.1966,564,Oulu,17,Pohjois-Pohjanmaa,5,Seututie,848,1,Valtio,47507,Metsäkauris
38926,2020-04-24T12:13:26.675+03:00,2020,04,207574.89303,6748162.5874,895,Uusikaupunki,02,Varsinais-Suomi,6,Muu maantie,12477,1,Valtio,47629,Valkohäntäpeura
38927,2020-04-23T22:30:00.000+03:00,2020,04,375007.29981,6675922.7236,049,Espoo,01,Uusimaa,8,Kunnan tie,70102,2,Kunta,47507,Metsäkauris
38928,2020-04-23T22:30:00.000+03:00,2020,04,296695.90369,7064454.6191,599,Pedersören kunta,15,Pohjanmaa,3,Valtatie,8,1,Valtio,47503,Hirvi
38929,2020-04-24T18:00:00.000+03:00,2020,04,285442.95217,6947929.2882,301,Kurikka,14,Etelä-Pohjanmaa,6,Muu maantie,17290,1,Valtio,47503,Hirvi
38930,2020-04-24T07:00:00.000+03:00,2020,04,321965.46464,6745467.9517,834,Tammela,05,Kanta-Häme,6,Muu maantie,2821,1,Valtio,47507,Metsäkauris
38931,2020-04-24T06:00:00.000+03:00,2020,04,226097.59332,6738929.2504,503,Mynämäki,02,Varsinais-Suomi,3,Valtatie,8,1,Valtio,47507,Metsäkauris
38932,2020-04-23T22:05:00.000+03:00,2020,04,347386.25035,6750894.7756,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
38933,2020-04-23T21:30:00.000+03:00,2020,04,349441.92604,6711645.9055,224,Karkkila,01,Uusimaa,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38934,2020-04-24T18:21:08.105+03:00,2020,04,380785.10769,6679006.1283,091,Helsinki,01,Uusimaa,8,Kunnan tie,40928,2,Kunta,47507,Metsäkauris
38935,2020-04-21T22:18:00.000+03:00,2020,04,640675.82263,6841692.0348,580,Parikkala,09,Etelä-Karjala,3,Valtatie,6,1,Valtio,47503,Hirvi
38936,2020-04-22T22:00:00.000+03:00,2020,04,224644.27126,6994964.189,475,Maalahti,15,Pohjanmaa,6,Muu maantie,17663,1,Valtio,47507,Metsäkauris
38937,2020-04-24T22:07:00.000+03:00,2020,04,423266.72251,6694305.4256,638,Porvoo,01,Uusimaa,6,Muu maantie,70170,1,Valtio,47507,Metsäkauris
38938,2020-04-23T23:45:00.000+03:00,2020,04,298575.96578,6779790.3836,887,Urjala,06,Pirkanmaa,5,Seututie,230,1,Valtio,47629,Valkohäntäpeura
38939,2020-04-24T11:00:00.000+03:00,2020,04,233959.30769,6742143.6283,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,2020,1,Valtio,47629,Valkohäntäpeura
38940,2020-04-23T22:54:00.000+03:00,2020,04,230445.30567,6740527.377,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,2020,1,Valtio,47629,Valkohäntäpeura
38941,2020-04-24T09:05:00.000+03:00,2020,04,336369.25112,6784733.4344,908,Valkeakoski,06,Pirkanmaa,1,Moottoritie,3,1,Valtio,47629,Valkohäntäpeura
38942,2020-04-12T16:12:51.670+03:00,2020,04,455504.5429,7186875.2271,494,Muhos,17,Pohjois-Pohjanmaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
38943,2020-04-24T05:10:00.000+03:00,2020,04,430522.84929,7215443.3762,564,Oulu,17,Pohjois-Pohjanmaa,6,Muu maantie,18710,1,Valtio,47507,Metsäkauris
38944,2020-04-23T05:30:00.000+03:00,2020,04,283702.04022,6773970.1017,619,Punkalaidun,06,Pirkanmaa,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
38945,2020-04-25T11:00:00.000+03:00,2020,04,292672.6052,6778143.6064,619,Punkalaidun,06,Pirkanmaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
38946,2020-04-25T12:41:00.000+03:00,2020,04,252970.04777,6932740.7054,232,Kauhajoki,14,Etelä-Pohjanmaa,4,Kantatie,44,1,Valtio,47507,Metsäkauris
38947,2020-04-24T20:58:00.000+03:00,2020,04,365164.58806,6741536.0531,165,Janakkala,05,Kanta-Häme,6,Muu maantie,13631,1,Valtio,47629,Valkohäntäpeura
38948,2020-04-25T16:05:00.640+03:00,2020,04,297481.49059,6652624.0132,710,Raasepori,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
38949,2020-04-24T23:00:00.000+03:00,2020,04,304463.76319,6683832.7642,734,Salo,02,Varsinais-Suomi,6,Muu maantie,12123,1,Valtio,47629,Valkohäntäpeura
38950,2020-04-24T07:00:00.000+03:00,2020,04,405037.34148,6755986.5546,316,Kärkölä,07,Päijät-Häme,5,Seututie,295,1,Valtio,47629,Valkohäntäpeura
38951,2020-04-25T20:58:43.498+03:00,2020,04,397673.09139,6856191.3532,182,Jämsä,13,Keski-Suomi,3,Valtatie,9,1,Valtio,47503,Hirvi
38952,2020-04-25T19:33:23.342+03:00,2020,04,227627.70959,6736702.6612,503,Mynämäki,02,Varsinais-Suomi,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
38953,2020-04-25T01:15:14.027+03:00,2020,04,233847.85588,6796993.82,050,Eura,04,Satakunta,5,Seututie,209,1,Valtio,47507,Metsäkauris
38954,2020-04-23T23:30:00.000+03:00,2020,04,501031.31251,6828247.6419,491,Mikkeli,10,Etelä-Savo,3,Valtatie,5,1,Valtio,47503,Hirvi
38955,2020-04-24T23:32:05.924+03:00,2020,04,472954.94297,6991455.1315,239,Keitele,11,Pohjois-Savo,5,Seututie,552,1,Valtio,47507,Metsäkauris
38956,2020-05-23T20:40:00.000+03:00,2020,05,385660.04857,6686314.8455,092,Vantaa,01,Uusimaa,6,Muu maantie,70050,1,Valtio,47507,Metsäkauris
38957,2020-04-25T07:30:00.000+03:00,2020,04,242928.61687,6720236.4386,853,Turku,02,Varsinais-Suomi,1,Moottoritie,9,1,Valtio,47507,Metsäkauris
38958,2020-05-26T23:20:00.000+03:00,2020,05,407874.41323,6799938.6695,576,Padasjoki,07,Päijät-Häme,3,Valtatie,24,1,Valtio,47629,Valkohäntäpeura
38959,2020-04-25T22:35:00.000+03:00,2020,04,299679.42545,6838153.1157,108,Hämeenkyrö,06,Pirkanmaa,3,Valtatie,3,1,Valtio,47507,Metsäkauris
38960,2020-04-26T03:40:00.000+03:00,2020,04,282419.17199,6808887.9976,790,Sastamala,06,Pirkanmaa,5,Seututie,249,1,Valtio,47507,Metsäkauris
38961,2020-04-25T21:30:00.000+03:00,2020,04,232974.0034,6688257.419,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,70180,1,Valtio,47507,Metsäkauris
38962,2020-04-23T12:20:00.000+03:00,2020,04,384219.55199,6986206.5946,226,Karstula,13,Keski-Suomi,3,Valtatie,13,1,Valtio,47507,Metsäkauris
