id,tapahtumaAika,vuosi,kuukausi,x,y,kunta,kuntaNimi,maakunta,maakuntaNimi,tielaji,tielajis,tieNumero,tieYllapito,tieYllapitoNimi,riistalaji,riistalajiNimi
20078,2018-12-03T16:16:00.000+02:00,2018,12,402965.451,6903509.595,592,Petäjävesi,13,Keski-Suomi,7,Puuttuu,,1,Valtio,47629,Valkohäntäpeura
20079,2018-11-28T17:30:00.000+02:00,2018,11,337710.392,6797011.62,908,Valkeakoski,06,Pirkanmaa,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
20080,2018-11-15T18:00:00.000+02:00,2018,11,236758.658,6720380.497,704,Rusko,02,Varsinais-Suomi,6,Muu maantie,12254,1,Valtio,47629,Valkohäntäpeura
20081,2018-12-04T19:50:25.720+02:00,2018,12,355257.764,6751890.356,109,Hämeenlinna,05,Kanta-Häme,6,Muu maantie,2871,1,Valtio,47629,Valkohäntäpeura
20082,2018-11-19T02:35:00.000+02:00,2018,11,227014.002,6710202.974,529,Naantali,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
20083,2018-11-21T06:30:00.000+02:00,2018,11,227834.818,6736426.365,503,Mynämäki,02,Varsinais-Suomi,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
20084,2018-11-05T22:00:00.000+02:00,2018,11,369303.104,7450691.84,273,Kolari,19,Lappi,6,Muu maantie,70021,99,Ei tietoa,47507,Metsäkauris
20085,2018-11-26T19:25:10.900+02:00,2018,11,373049.487,6673703.324,049,Espoo,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
20086,2018-12-11T08:30:00.000+02:00,2018,12,284943.192,6691410.36,734,Salo,02,Varsinais-Suomi,4,Kantatie,52,1,Valtio,47629,Valkohäntäpeura
20087,2018-12-15T18:00:00.000+02:00,2018,12,557341.134,7110604.555,765,Sotkamo,18,Kainuu,4,Kantatie,76,1,Valtio,47503,Hirvi
20088,2018-12-17T07:15:00.000+02:00,2018,12,233096.279,6787530.638,050,Eura,04,Satakunta,3,Valtatie,12,1,Valtio,47629,Valkohäntäpeura
20089,2018-12-25T19:17:58.528+02:00,2018,12,261091.157,6743704.634,636,Pöytyä,02,Varsinais-Suomi,4,Kantatie,41,1,Valtio,47629,Valkohäntäpeura
20090,2018-12-01T13:56:55.099+02:00,2018,12,376690.88,6731696.21,694,Riihimäki,05,Kanta-Häme,5,Seututie,130,1,Valtio,47507,Metsäkauris
20091,2018-10-16T18:00:00.000+03:00,2018,10,598387.955,7315219.453,305,Kuusamo,17,Pohjois-Pohjanmaa,3,Valtatie,5,1,Valtio,47507,Metsäkauris
20092,2018-11-23T07:30:00.000+02:00,2018,11,235517.155,6731844.302,538,Nousiainen,02,Varsinais-Suomi,6,Muu maantie,2014,1,Valtio,47629,Valkohäntäpeura
20093,2018-10-16T07:00:00.000+03:00,2018,10,399910.155,6722516.447,505,Mäntsälä,01,Uusimaa,3,Valtatie,25,1,Valtio,47503,Hirvi
20094,2018-12-03T18:00:00.000+02:00,2018,12,215230.479,6786881.855,684,Rauma,04,Satakunta,3,Valtatie,12,1,Valtio,47629,Valkohäntäpeura
20095,2018-10-26T15:41:00.000+03:00,2018,10,225003.429,6828719.943,609,Pori,04,Satakunta,8,Kunnan tie,,2,Kunta,47507,Metsäkauris
20096,2018-11-07T08:00:00.000+02:00,2018,11,206929.316,6753217.344,895,Uusikaupunki,02,Varsinais-Suomi,9,Yksityinen tie,,99,Ei tietoa,47629,Valkohäntäpeura
20097,2018-10-29T19:31:56.570+02:00,2018,10,285936.154,6814796.575,790,Sastamala,06,Pirkanmaa,9,Yksityinen tie,,99,Ei tietoa,47629,Valkohäntäpeura
20098,2018-12-08T01:00:00.000+02:00,2018,12,360502.133,6777501.172,082,Hattula,05,Kanta-Häme,4,Kantatie,57,1,Valtio,47629,Valkohäntäpeura
20099,2018-11-26T08:00:00.000+02:00,2018,11,220020.013,6784993.644,684,Rauma,04,Satakunta,3,Valtatie,12,1,Valtio,47629,Valkohäntäpeura
20100,2018-11-14T09:23:30.746+02:00,2018,11,280652.227,6711531.85,734,Salo,02,Varsinais-Suomi,5,Seututie,224,1,Valtio,47629,Valkohäntäpeura
20101,2018-12-10T18:15:00.000+02:00,2018,12,463753.246,6893119.523,213,Kangasniemi,10,Etelä-Savo,3,Valtatie,13,1,Valtio,47503,Hirvi
20102,2018-11-12T10:00:00.000+02:00,2018,11,218329.455,6754914.805,400,Laitila,02,Varsinais-Suomi,9,Yksityinen tie,,99,Ei tietoa,47629,Valkohäntäpeura
20103,2018-11-21T17:24:00.000+02:00,2018,11,233408.974,6747530.864,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,2021,1,Valtio,47629,Valkohäntäpeura
20104,2018-11-28T06:30:00.000+02:00,2018,11,218244.552,6734911.118,503,Mynämäki,02,Varsinais-Suomi,5,Seututie,192,1,Valtio,47629,Valkohäntäpeura
20105,2018-12-02T19:00:00.000+02:00,2018,12,279302.857,6639522.86,078,Hanko,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20106,2018-12-13T03:04:00.000+02:00,2018,12,378977.098,7049263.006,421,Lestijärvi,16,Keski-Pohjanmaa,9,Yksityinen tie,,3,Yksityinen,200556,Metsäpeura
20107,2018-12-21T18:40:00.000+02:00,2018,12,238150.34,6779874.666,050,Eura,04,Satakunta,4,Kantatie,43,1,Valtio,47629,Valkohäntäpeura
20108,2018-12-01T08:30:00.000+02:00,2018,12,285400.766,7060801.606,599,Pedersören kunta,15,Pohjanmaa,5,Seututie,749,1,Valtio,47507,Metsäkauris
20109,2018-10-15T13:00:00.000+03:00,2018,10,217833.952,6785006.702,684,Rauma,04,Satakunta,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
20110,2018-11-03T17:04:00.000+02:00,2018,11,312917.967,6776618.547,887,Urjala,06,Pirkanmaa,3,Valtatie,9,1,Valtio,47629,Valkohäntäpeura
20111,2018-10-18T14:00:00.000+03:00,2018,10,277395.296,7046959.956,893,Uusikaarlepyy,15,Pohjanmaa,6,Muu maantie,7323,1,Valtio,47507,Metsäkauris
20112,2018-10-26T06:00:00.000+03:00,2018,10,296522.238,6837743.74,108,Hämeenkyrö,06,Pirkanmaa,6,Muu maantie,13123,1,Valtio,47507,Metsäkauris
20113,2018-11-07T07:58:00.000+02:00,2018,11,298112.605,6794847.947,790,Sastamala,06,Pirkanmaa,6,Muu maantie,2521,1,Valtio,47629,Valkohäntäpeura
20114,2018-12-03T07:00:00.000+02:00,2018,12,364138.2,6693602.551,927,Vihti,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20115,2018-11-09T16:45:00.000+02:00,2018,11,244965.072,6690501.471,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,12037,1,Valtio,47629,Valkohäntäpeura
20116,2018-11-16T10:45:00.000+02:00,2018,11,604487.813,6933841.516,090,Heinävesi,12,Pohjois-Karjala,3,Valtatie,23,1,Valtio,47503,Hirvi
20117,2018-11-18T16:15:00.000+02:00,2018,11,211000.256,6759216.699,400,Laitila,02,Varsinais-Suomi,6,Muu maantie,70043,99,Ei tietoa,47507,Metsäkauris
20118,2018-11-23T08:00:00.000+02:00,2018,11,229879.061,6729472.801,538,Nousiainen,02,Varsinais-Suomi,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
20119,2018-12-04T19:00:00.000+02:00,2018,12,430938.052,6891474.751,500,Muurame,13,Keski-Suomi,3,Valtatie,9,1,Valtio,47503,Hirvi
20120,2018-11-26T19:00:00.000+02:00,2018,11,248676.299,6664880.014,322,Kemiönsaari,02,Varsinais-Suomi,5,Seututie,183,1,Valtio,47629,Valkohäntäpeura
20121,2018-11-21T18:11:00.000+02:00,2018,11,421754.297,6699141.7,638,Porvoo,01,Uusimaa,4,Kantatie,55,1,Valtio,47629,Valkohäntäpeura
20122,2018-11-29T06:01:00.000+02:00,2018,11,219987.9,6733754.569,503,Mynämäki,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20123,2018-12-11T15:50:00.000+02:00,2018,12,559988.724,6765870.734,405,Lappeenranta,09,Etelä-Karjala,6,Muu maantie,14790,1,Valtio,47507,Metsäkauris
20124,2018-10-26T18:15:01.744+03:00,2018,10,270122.016,6739224.419,636,Pöytyä,02,Varsinais-Suomi,3,Valtatie,9,1,Valtio,47629,Valkohäntäpeura
20125,2018-10-16T08:32:00.000+03:00,2018,10,246952.047,6757873.727,636,Pöytyä,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20126,2018-10-15T16:00:00.000+03:00,2018,10,290970.254,6699904.93,734,Salo,02,Varsinais-Suomi,5,Seututie,110,1,Valtio,47629,Valkohäntäpeura
20127,2018-10-29T17:47:00.000+02:00,2018,10,240300.736,6957872.838,301,Kurikka,14,Etelä-Pohjanmaa,5,Seututie,687,1,Valtio,47503,Hirvi
20128,2018-12-04T21:02:21.332+02:00,2018,12,365962.515,6712490.499,927,Vihti,01,Uusimaa,7,Puuttuu,,1,Valtio,47503,Hirvi
20129,2018-10-30T07:30:00.000+02:00,2018,10,306895.524,6756888.241,169,Jokioinen,05,Kanta-Häme,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
20130,2018-12-07T09:09:22.930+02:00,2018,12,206276.093,6776732.962,684,Rauma,04,Satakunta,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
20131,2018-10-12T07:52:00.000+03:00,2018,10,231811.623,6749049.687,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,12519,1,Valtio,47629,Valkohäntäpeura
20132,2018-11-09T05:10:00.000+02:00,2018,11,410411.128,6719502.806,505,Mäntsälä,01,Uusimaa,4,Kantatie,55,1,Valtio,47629,Valkohäntäpeura
20133,2018-11-16T12:00:00.000+02:00,2018,11,369568.71,6710131.065,543,Nurmijärvi,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20134,2018-11-11T17:20:00.000+02:00,2018,11,364836.409,6819452.271,211,Kangasala,06,Pirkanmaa,5,Seututie,325,1,Valtio,47503,Hirvi
20135,2018-11-29T07:40:20.507+02:00,2018,11,234574.418,6797679.254,050,Eura,04,Satakunta,4,Kantatie,43,1,Valtio,47507,Metsäkauris
20136,2018-11-21T18:34:00.000+02:00,2018,11,316259.077,6751680.154,061,Forssa,05,Kanta-Häme,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20137,2018-11-26T17:16:00.000+02:00,2018,11,338953.682,6784050.991,908,Valkeakoski,06,Pirkanmaa,6,Muu maantie,2846,1,Valtio,47507,Metsäkauris
20138,2018-11-30T17:50:00.000+02:00,2018,11,379503.766,6715644.352,106,Hyvinkää,01,Uusimaa,7,Puuttuu,,1,Valtio,47629,Valkohäntäpeura
20139,2018-12-11T16:26:00.000+02:00,2018,12,290596.555,6759966.151,430,Loimaa,02,Varsinais-Suomi,6,Muu maantie,12624,1,Valtio,47629,Valkohäntäpeura
20140,2018-12-17T17:00:00.000+02:00,2018,12,414448.149,6715645.571,505,Mäntsälä,01,Uusimaa,4,Kantatie,55,1,Valtio,47629,Valkohäntäpeura
20141,2018-12-30T16:40:00.000+02:00,2018,12,331925.77,6737094.036,834,Tammela,05,Kanta-Häme,6,Muu maantie,2825,1,Valtio,47629,Valkohäntäpeura
20142,2018-10-16T19:27:17.163+03:00,2018,10,214506.53,6682719.518,445,Parainen,02,Varsinais-Suomi,5,Seututie,180,1,Valtio,47507,Metsäkauris
20143,2018-11-02T18:20:00.000+02:00,2018,11,430883.144,6891174.385,500,Muurame,13,Keski-Suomi,3,Valtatie,9,1,Valtio,47503,Hirvi
20144,2018-10-19T07:30:00.000+03:00,2018,10,404723.757,6722617.562,505,Mäntsälä,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20145,2018-12-01T16:56:30.363+02:00,2018,12,389718.697,6679952.574,091,Helsinki,01,Uusimaa,5,Seututie,101,1,Valtio,47507,Metsäkauris
20146,2018-10-26T18:42:04.592+03:00,2018,10,193658.518,6740374.332,895,Uusikaupunki,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20147,2018-10-16T05:30:00.000+03:00,2018,10,223903.224,6751490.242,503,Mynämäki,02,Varsinais-Suomi,6,Muu maantie,12525,1,Valtio,47629,Valkohäntäpeura
20148,2018-12-02T16:30:00.000+02:00,2018,12,475677.54,6881764.441,213,Kangasniemi,10,Etelä-Savo,3,Valtatie,13,1,Valtio,47503,Hirvi
20149,2018-11-11T18:50:00.000+02:00,2018,11,228639.601,6717085.527,529,Naantali,02,Varsinais-Suomi,6,Muu maantie,1893,1,Valtio,47629,Valkohäntäpeura
20150,2018-11-16T13:00:00.000+02:00,2018,11,366935.457,6671052.435,257,Kirkkonummi,01,Uusimaa,1,Moottoritie,51,1,Valtio,47507,Metsäkauris
20151,2018-12-04T17:55:00.000+02:00,2018,12,394183.751,6977839.43,226,Karstula,13,Keski-Suomi,4,Kantatie,58,1,Valtio,47503,Hirvi
20152,2018-10-31T16:00:00.000+02:00,2018,10,368700.246,6708227.789,543,Nurmijärvi,01,Uusimaa,7,Puuttuu,,1,Valtio,47507,Metsäkauris
20153,2018-12-07T23:30:00.000+02:00,2018,12,228410.555,6714530.134,529,Naantali,02,Varsinais-Suomi,6,Muu maantie,70040,99,Ei tietoa,47507,Metsäkauris
20154,2018-11-23T17:00:00.000+02:00,2018,11,229644.642,6731200.895,538,Nousiainen,02,Varsinais-Suomi,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
20155,2018-11-26T17:11:00.000+02:00,2018,11,436329.705,6954358.502,992,Äänekoski,13,Keski-Suomi,3,Valtatie,4,1,Valtio,47503,Hirvi
20156,2018-12-11T17:55:36.048+02:00,2018,12,313002.416,6800107.669,922,Vesilahti,06,Pirkanmaa,5,Seututie,301,1,Valtio,47629,Valkohäntäpeura
20157,2018-11-29T05:11:00.000+02:00,2018,11,294946.254,6780195.314,619,Punkalaidun,06,Pirkanmaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20158,2018-12-16T12:59:07.214+02:00,2018,12,236934.065,6812474.349,079,Harjavalta,04,Satakunta,6,Muu maantie,72440,99,Ei tietoa,47629,Valkohäntäpeura
20159,2018-12-17T17:45:00.000+02:00,2018,12,325258.508,6795125.952,020,Akaa,06,Pirkanmaa,5,Seututie,190,1,Valtio,47629,Valkohäntäpeura
20160,2018-12-23T13:50:00.000+02:00,2018,12,289709.504,6903653.201,581,Parkano,06,Pirkanmaa,9,Yksityinen tie,,3,Yksityinen,47503,Hirvi
20161,2018-12-28T17:00:00.000+02:00,2018,12,394184.245,7318990.327,241,Keminmaa,19,Lappi,3,Valtatie,4,1,Valtio,47503,Hirvi
20162,2018-12-27T21:30:00.000+02:00,2018,12,235681.518,6688439.835,445,Parainen,02,Varsinais-Suomi,5,Seututie,180,1,Valtio,47507,Metsäkauris
20163,2018-11-29T07:47:25.739+02:00,2018,11,273861.111,6784215.457,102,Huittinen,04,Satakunta,3,Valtatie,2,1,Valtio,47629,Valkohäntäpeura
20164,2018-12-01T16:56:52.018+02:00,2018,12,286963.209,6727911.969,284,Koski Tl,02,Varsinais-Suomi,6,Muu maantie,2407,1,Valtio,47629,Valkohäntäpeura
20165,2018-11-07T07:40:00.000+02:00,2018,11,378609.817,6683779.946,092,Vantaa,01,Uusimaa,7,Puuttuu,,1,Valtio,47507,Metsäkauris
20166,2018-10-24T09:00:00.000+03:00,2018,10,423982.238,6917183.06,179,Jyväskylä,13,Keski-Suomi,6,Muu maantie,16693,1,Valtio,47507,Metsäkauris
20167,2018-10-18T06:00:00.000+03:00,2018,10,415147.262,6737455.663,505,Mäntsälä,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20168,2018-10-25T08:50:00.000+03:00,2018,10,450862.441,7381840.817,698,Rovaniemi,19,Lappi,3,Valtatie,4,1,Valtio,47507,Metsäkauris
20169,2018-11-10T23:01:00.000+02:00,2018,11,249424.762,6935036.972,232,Kauhajoki,14,Etelä-Pohjanmaa,9,Yksityinen tie,,99,Ei tietoa,47503,Hirvi
20170,2018-10-29T15:15:00.000+02:00,2018,10,325128.589,6793000.025,020,Akaa,06,Pirkanmaa,5,Seututie,190,1,Valtio,47629,Valkohäntäpeura
20171,2018-11-14T22:40:00.000+02:00,2018,11,360054.754,6671582.713,257,Kirkkonummi,01,Uusimaa,6,Muu maantie,11269,1,Valtio,47629,Valkohäntäpeura
20172,2018-12-02T17:00:00.000+02:00,2018,12,360730.39,6784200.91,109,Hämeenlinna,05,Kanta-Häme,4,Kantatie,57,1,Valtio,47503,Hirvi
20173,2018-11-18T20:30:00.000+02:00,2018,11,207957.385,6756662.287,895,Uusikaupunki,02,Varsinais-Suomi,4,Kantatie,43,1,Valtio,47629,Valkohäntäpeura
20174,2018-11-21T17:00:00.000+02:00,2018,11,483760.995,7005048.906,595,Pielavesi,11,Pohjois-Savo,5,Seututie,554,1,Valtio,47507,Metsäkauris
20175,2018-11-23T19:06:00.000+02:00,2018,11,370687.757,7058382.774,849,Toholampi,16,Keski-Pohjanmaa,5,Seututie,775,1,Valtio,47507,Metsäkauris
20176,2018-12-04T16:20:00.000+02:00,2018,12,242647.033,6696128.183,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,70180,99,Ei tietoa,47629,Valkohäntäpeura
20177,2018-11-26T19:02:00.000+02:00,2018,11,298596.198,6939153.456,743,Seinäjoki,14,Etelä-Pohjanmaa,5,Seututie,694,1,Valtio,47507,Metsäkauris
20178,2018-12-12T20:45:00.000+02:00,2018,12,289401.662,7077226.729,440,Luoto,15,Pohjanmaa,6,Muu maantie,17969,1,Valtio,47507,Metsäkauris
20179,2018-12-08T10:49:00.000+02:00,2018,12,355223.124,6666833.676,257,Kirkkonummi,01,Uusimaa,6,Muu maantie,70051,99,Ei tietoa,47629,Valkohäntäpeura
20180,2018-12-13T19:00:00.000+02:00,2018,12,353696.641,6797362.989,635,Pälkäne,06,Pirkanmaa,7,Puuttuu,,1,Valtio,47629,Valkohäntäpeura
20181,2018-12-16T17:00:00.000+02:00,2018,12,256044.812,6956459.01,301,Kurikka,14,Etelä-Pohjanmaa,5,Seututie,689,1,Valtio,47629,Valkohäntäpeura
20182,2018-12-18T08:45:00.000+02:00,2018,12,201576.166,6733334.157,895,Uusikaupunki,02,Varsinais-Suomi,5,Seututie,196,1,Valtio,47629,Valkohäntäpeura
20183,2018-12-22T18:48:29.000+02:00,2018,12,285984.003,6754595.328,430,Loimaa,02,Varsinais-Suomi,3,Valtatie,9,1,Valtio,47629,Valkohäntäpeura
20184,2018-10-29T09:00:00.000+02:00,2018,10,332030.592,6671358.235,444,Lohja,01,Uusimaa,5,Seututie,112,1,Valtio,47629,Valkohäntäpeura
20185,2018-12-02T16:00:00.000+02:00,2018,12,307700.701,6657684.053,710,Raasepori,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20186,2018-11-25T17:10:00.000+02:00,2018,11,400915.934,6722484.517,505,Mäntsälä,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20187,2018-10-18T19:00:00.000+03:00,2018,10,521172.982,7105133.881,205,Kajaani,18,Kainuu,9,Yksityinen tie,,3,Yksityinen,47503,Hirvi
20188,2018-11-02T18:29:00.000+02:00,2018,11,301638.335,6698051.182,734,Salo,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20189,2018-12-01T16:45:00.000+02:00,2018,12,585938.591,7108078.186,765,Sotkamo,18,Kainuu,4,Kantatie,76,1,Valtio,200556,Metsäpeura
20190,2018-10-26T18:53:00.000+03:00,2018,10,199435.913,6735044.714,895,Uusikaupunki,02,Varsinais-Suomi,5,Seututie,196,1,Valtio,47629,Valkohäntäpeura
20191,2018-11-07T08:27:00.000+02:00,2018,11,301026.75,6794394.242,887,Urjala,06,Pirkanmaa,9,Yksityinen tie,,99,Ei tietoa,47629,Valkohäntäpeura
20192,2018-12-04T22:23:13.493+02:00,2018,12,515879.947,7392499.703,320,Kemijärvi,19,Lappi,7,Puuttuu,,1,Valtio,47503,Hirvi
20193,2018-11-12T07:45:00.000+02:00,2018,11,361232.336,6761075.224,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
20194,2018-11-15T18:00:00.000+02:00,2018,11,260469.376,6675411.208,322,Kemiönsaari,02,Varsinais-Suomi,5,Seututie,183,1,Valtio,47629,Valkohäntäpeura
20195,2018-12-10T15:15:00.000+02:00,2018,12,368196.429,7069099.239,849,Toholampi,16,Keski-Pohjanmaa,9,Yksityinen tie,,3,Yksityinen,47507,Metsäkauris
20196,2018-11-17T22:00:00.000+02:00,2018,11,294678.821,6870781.857,143,Ikaalinen,06,Pirkanmaa,6,Muu maantie,13275,1,Valtio,47629,Valkohäntäpeura
20197,2018-11-21T19:14:38.346+02:00,2018,11,277108.016,6780836.976,102,Huittinen,04,Satakunta,6,Muu maantie,12716,1,Valtio,47629,Valkohäntäpeura
20198,2018-11-23T18:00:00.000+02:00,2018,11,353424.021,6992609.059,005,Alajärvi,14,Etelä-Pohjanmaa,3,Valtatie,16,1,Valtio,47503,Hirvi
20199,2018-12-18T03:03:16.645+02:00,2018,12,286082.765,6917464.82,301,Kurikka,14,Etelä-Pohjanmaa,3,Valtatie,3,1,Valtio,47503,Hirvi
20200,2018-11-28T17:00:00.000+02:00,2018,11,553477.967,6770069.678,416,Lemi,09,Etelä-Karjala,3,Valtatie,13,1,Valtio,47503,Hirvi
20201,2018-12-11T17:21:00.000+02:00,2018,12,223369.102,6842664.379,609,Pori,04,Satakunta,3,Valtatie,8,1,Valtio,47629,Valkohäntäpeura
20202,2018-12-22T06:25:00.000+02:00,2018,12,311896.794,6698907.594,734,Salo,02,Varsinais-Suomi,6,Muu maantie,2410,1,Valtio,47507,Metsäkauris
20203,2018-12-24T17:20:00.000+02:00,2018,12,348469.633,6817182.671,211,Kangasala,06,Pirkanmaa,9,Yksityinen tie,,99,Ei tietoa,47507,Metsäkauris
20204,2018-12-25T13:50:00.000+02:00,2018,12,309108.898,6777579.352,887,Urjala,06,Pirkanmaa,5,Seututie,230,1,Valtio,47629,Valkohäntäpeura
20205,2018-12-25T13:52:00.000+02:00,2018,12,309107.318,6777578.897,887,Urjala,06,Pirkanmaa,5,Seututie,230,1,Valtio,47629,Valkohäntäpeura
20206,2018-11-05T12:06:00.000+02:00,2018,11,454301.266,6798711.32,111,Heinola,07,Päijät-Häme,3,Valtatie,5,1,Valtio,47507,Metsäkauris
20207,2018-11-06T17:05:00.000+02:00,2018,11,504817.74,6714341.563,075,Hamina,08,Kymenlaakso,5,Seututie,170,1,Valtio,47503,Hirvi
20208,2018-10-19T21:15:00.000+03:00,2018,10,313518.915,6776566.278,887,Urjala,06,Pirkanmaa,5,Seututie,284,1,Valtio,47629,Valkohäntäpeura
20209,2018-10-26T19:24:30.260+03:00,2018,10,365849.722,6675071.674,049,Espoo,01,Uusimaa,7,Puuttuu,,1,Valtio,47629,Valkohäntäpeura
20210,2018-12-04T19:30:00.000+02:00,2018,12,260137.017,6719779.062,423,Lieto,02,Varsinais-Suomi,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
20211,2018-11-12T21:40:00.000+02:00,2018,11,363693.302,6762472.345,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47507,Metsäkauris
20212,2018-11-03T18:31:44.858+02:00,2018,11,353309.884,6755052.835,109,Hämeenlinna,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
20213,2018-10-29T20:00:49.807+02:00,2018,10,394881.152,6745189.178,086,Hausjärvi,05,Kanta-Häme,6,Muu maantie,2951,1,Valtio,47629,Valkohäntäpeura
20214,2018-11-12T18:20:00.000+02:00,2018,11,370129.666,6748066.377,165,Janakkala,05,Kanta-Häme,5,Seututie,130,1,Valtio,47629,Valkohäntäpeura
20215,2018-12-05T13:40:00.000+02:00,2018,12,309933.875,6659555.798,710,Raasepori,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20216,2018-11-19T06:14:00.000+02:00,2018,11,218107.881,6735228.096,503,Mynämäki,02,Varsinais-Suomi,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20217,2018-11-13T20:05:00.000+02:00,2018,11,309886.824,6659511.97,710,Raasepori,01,Uusimaa,3,Valtatie,25,1,Valtio,47629,Valkohäntäpeura
20218,2018-12-11T15:40:00.000+02:00,2018,12,200818.229,6770255.249,631,Pyhäranta,02,Varsinais-Suomi,5,Seututie,196,1,Valtio,47629,Valkohäntäpeura
20219,2018-11-22T23:50:00.000+02:00,2018,11,379788.418,6698302.366,543,Nurmijärvi,01,Uusimaa,5,Seututie,130,1,Valtio,47629,Valkohäntäpeura
20220,2018-11-26T17:50:00.000+02:00,2018,11,318576.225,6748369.36,061,Forssa,05,Kanta-Häme,3,Valtatie,10,1,Valtio,47507,Metsäkauris
20221,2018-12-12T20:22:00.000+02:00,2018,12,252251.526,6753773.966,636,Pöytyä,02,Varsinais-Suomi,5,Seututie,204,1,Valtio,47629,Valkohäntäpeura
20222,2018-11-27T04:20:00.000+02:00,2018,11,226343.363,6785581.63,684,Rauma,04,Satakunta,3,Valtatie,12,1,Valtio,47629,Valkohäntäpeura
20223,2018-12-16T05:00:00.000+02:00,2018,12,261715.346,6703277.877,577,Paimio,02,Varsinais-Suomi,5,Seututie,181,1,Valtio,47507,Metsäkauris
20224,2018-12-17T21:10:00.000+02:00,2018,12,196258.424,6764440.383,895,Uusikaupunki,02,Varsinais-Suomi,6,Muu maantie,1973,1,Valtio,47629,Valkohäntäpeura
20225,2018-12-14T16:05:00.000+02:00,2018,12,526150.083,6781726.164,739,Savitaipale,09,Etelä-Karjala,6,Muu maantie,14726,1,Valtio,47503,Hirvi
20226,2018-10-29T20:00:00.000+02:00,2018,10,330268.367,6662459.735,149,Inkoo,01,Uusimaa,5,Seututie,186,1,Valtio,47629,Valkohäntäpeura
20227,2018-10-19T20:00:00.000+03:00,2018,10,291302.832,6647475.521,710,Raasepori,01,Uusimaa,9,Yksityinen tie,,3,Yksityinen,47629,Valkohäntäpeura
20228,2018-11-22T18:45:00.000+02:00,2018,11,262370.053,6720156.29,423,Lieto,02,Varsinais-Suomi,3,Valtatie,10,1,Valtio,47629,Valkohäntäpeura
20229,2018-10-30T22:08:00.000+02:00,2018,10,187606.775,6689353.668,445,Parainen,02,Varsinais-Suomi,6,Muu maantie,1800,1,Valtio,47507,Metsäkauris
20230,2018-10-26T18:35:00.000+03:00,2018,10,226996.323,6685237.521,445,Parainen,02,Varsinais-Suomi,5,Seututie,180,1,Valtio,47507,Metsäkauris
20231,2018-10-10T18:07:00.000+03:00,2018,10,612911.541,6947666.86,426,Liperi,12,Pohjois-Karjala,3,Valtatie,9,1,Valtio,47507,Metsäkauris
20232,2018-10-26T17:45:00.000+03:00,2018,10,371857.402,6804272.84,635,Pälkäne,06,Pirkanmaa,5,Seututie,322,1,Valtio,47507,Metsäkauris
20233,2018-11-23T19:00:00.000+02:00,2018,11,271765.829,6867889.552,181,Jämijärvi,04,Satakunta,6,Muu maantie,2603,1,Valtio,47503,Hirvi
20234,2018-11-05T08:48:00.000+02:00,2018,11,557979.248,6893628.455,681,Rantasalmi,10,Etelä-Savo,5,Seututie,464,1,Valtio,47629,Valkohäntäpeura
